new_file,source,category,technique
aug_burping_0000_add_noise.wav,bu-4.wav,burping,add_noise
aug_burping_0001_time_shift.wav,479c.wav,burping,time_shift
aug_burping_0002_time_shift.wav,474c.wav,burping,time_shift
aug_burping_0003_time_shift.wav,496c.wav,burping,time_shift
aug_burping_0004_pitch_shift.wav,bu-13.wav,burping,pitch_shift
aug_burping_0005_pitch_shift.wav,F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu.wav,burping,pitch_shift
aug_lonely_0000_add_noise.wav,lo-1.wav,lonely,add_noise
aug_lonely_0001_add_noise.wav,lo-19.wav,lonely,add_noise
aug_lonely_0002_time_stretch.wav,0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185393784-1.7-f-26-lo.wav,lonely,time_stretch
aug_lonely_0003_time_shift.wav,lo-18 - Copy.wav,lonely,time_shift
aug_lonely_0004_pitch_shift.wav,lo-1 - Copy.wav,lonely,pitch_shift
aug_lonely_0005_time_shift.wav,lo-13.wav,lonely,time_shift
aug_lonely_0006_time_stretch.wav,lo-3 - Copy.wav,lonely,time_stretch
aug_lonely_0007_add_noise.wav,d1e236a0-e030-4137-9030-5625026cd098-1430390498353-1.2-m-04-lo.wav,lonely,add_noise
aug_lonely_0008_pitch_shift.wav,lo-14.wav,lonely,pitch_shift
aug_lonely_0009_time_stretch.wav,lo-18.wav,lonely,time_stretch
aug_lonely_0010_time_stretch.wav,0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185393784-1.7-f-26-lo.wav,lonely,time_stretch
aug_lonely_0011_time_shift.wav,lo-14 - Copy.wav,lonely,time_shift
aug_lonely_0012_time_shift.wav,lo-18 - Copy.wav,lonely,time_shift
aug_lonely_0013_time_stretch.wav,0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185393784-1.7-f-26-lo.wav,lonely,time_stretch
aug_lonely_0014_add_noise.wav,lo-14.wav,lonely,add_noise
aug_lonely_0015_time_shift.wav,be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320938449-1.7-f-26-lo.wav,lonely,time_shift
aug_lonely_0016_time_stretch.wav,999bf14b-e417-4b44-b746-9253f81efe38-1430972741816-1.7-m-26-lo.wav,lonely,time_stretch
aug_lonely_0017_time_stretch.wav,3f61124d-d02c-47dd-a009-44e97e60c4ca-1430759482503-1.7-f-72-lo.wav,lonely,time_stretch
aug_lonely_0018_pitch_shift.wav,lo-19.wav,lonely,pitch_shift
aug_lonely_0019_time_stretch.wav,lo-12.wav,lonely,time_stretch
aug_lonely_0020_time_stretch.wav,lo-12 - Copy.wav,lonely,time_stretch
aug_lonely_0021_pitch_shift.wav,lo-14.wav,lonely,pitch_shift
aug_lonely_0022_add_noise.wav,be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320938449-1.7-f-26-lo.wav,lonely,add_noise
aug_lonely_0023_add_noise.wav,lo-2.wav,lonely,add_noise
aug_lonely_0024_time_stretch.wav,lo-12.wav,lonely,time_stretch
aug_lonely_0025_add_noise.wav,d1e236a0-e030-4137-9030-5625026cd098-1430390498353-1.2-m-04-lo.wav,lonely,add_noise
aug_lonely_0026_add_noise.wav,88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114359516-1.7-m-04-lo.wav,lonely,add_noise
aug_lonely_0027_time_shift.wav,lo-12 - Copy.wav,lonely,time_shift
aug_lonely_0028_time_shift.wav,lo-3 - Copy.wav,lonely,time_shift
aug_lonely_0029_add_noise.wav,lo-13.wav,lonely,add_noise
aug_lonely_0030_pitch_shift.wav,lo-19.wav,lonely,pitch_shift
aug_lonely_0031_time_shift.wav,lo-3.wav,lonely,time_shift
aug_lonely_0032_time_shift.wav,0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185393784-1.7-f-26-lo.wav,lonely,time_shift
aug_lonely_0033_pitch_shift.wav,lo-3 - Copy.wav,lonely,pitch_shift
aug_lonely_0034_pitch_shift.wav,be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320938449-1.7-f-26-lo.wav,lonely,pitch_shift
aug_lonely_0035_add_noise.wav,lo-14.wav,lonely,add_noise
aug_lonely_0036_time_shift.wav,lo-18.wav,lonely,time_shift
aug_lonely_0037_add_noise.wav,88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114359516-1.7-m-04-lo.wav,lonely,add_noise
aug_lonely_0038_time_stretch.wav,lo-2.wav,lonely,time_stretch
aug_lonely_0039_add_noise.wav,88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114359516-1.7-m-04-lo.wav,lonely,add_noise
aug_lonely_0040_time_stretch.wav,lo-13.wav,lonely,time_stretch
aug_lonely_0041_add_noise.wav,999bf14b-e417-4b44-b746-9253f81efe38-1430972741816-1.7-m-26-lo.wav,lonely,add_noise
aug_lonely_0042_pitch_shift.wav,lo-4.wav,lonely,pitch_shift
aug_lonely_0043_pitch_shift.wav,0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185476161-1.7-f-26-lo.wav,lonely,pitch_shift
aug_lonely_0044_add_noise.wav,999bf14b-e417-4b44-b746-9253f81efe38-1430972741816-1.7-m-26-lo.wav,lonely,add_noise
aug_lonely_0045_pitch_shift.wav,lo-18 - Copy.wav,lonely,pitch_shift
aug_lonely_0046_pitch_shift.wav,lo-12.wav,lonely,pitch_shift
aug_lonely_0047_time_stretch.wav,lo-2.wav,lonely,time_stretch
aug_lonely_0048_pitch_shift.wav,lo-3 - Copy.wav,lonely,pitch_shift
aug_lonely_0049_time_stretch.wav,be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320938449-1.7-f-26-lo.wav,lonely,time_stretch
aug_lonely_0050_pitch_shift.wav,lo-4.wav,lonely,pitch_shift
aug_lonely_0051_pitch_shift.wav,lo-18 - Copy.wav,lonely,pitch_shift
aug_lonely_0052_time_shift.wav,88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114359516-1.7-m-04-lo.wav,lonely,time_shift
aug_lonely_0053_time_shift.wav,lo-13.wav,lonely,time_shift
aug_lonely_0054_time_shift.wav,lo-19.wav,lonely,time_shift
aug_lonely_0055_pitch_shift.wav,lo-14 - Copy.wav,lonely,pitch_shift
aug_lonely_0056_pitch_shift.wav,lo-12 - Copy.wav,lonely,pitch_shift
aug_lonely_0057_pitch_shift.wav,076e33bf-c599-4eee-a6e3-dbc1986ee493-1437288944366-1.7-f-72-lo.wav,lonely,pitch_shift
aug_lonely_0058_add_noise.wav,lo-1.wav,lonely,add_noise
aug_lonely_0059_pitch_shift.wav,lo-14 - Copy.wav,lonely,pitch_shift
aug_lonely_0060_add_noise.wav,be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320938449-1.7-f-26-lo.wav,lonely,add_noise
aug_lonely_0061_time_shift.wav,076e33bf-c599-4eee-a6e3-dbc1986ee493-1437288944366-1.7-f-72-lo.wav,lonely,time_shift
aug_lonely_0062_time_stretch.wav,0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185476161-1.7-f-26-lo.wav,lonely,time_stretch
aug_lonely_0063_time_stretch.wav,lo-3.wav,lonely,time_stretch
aug_lonely_0064_time_shift.wav,076e33bf-c599-4eee-a6e3-dbc1986ee493-1437288921225-1.7-f-72-lo.wav,lonely,time_shift
aug_lonely_0065_add_noise.wav,be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320938449-1.7-f-26-lo.wav,lonely,add_noise
aug_lonely_0066_time_shift.wav,076e33bf-c599-4eee-a6e3-dbc1986ee493-1437288921225-1.7-f-72-lo.wav,lonely,time_shift
aug_lonely_0067_pitch_shift.wav,lo-12.wav,lonely,pitch_shift
aug_lonely_0068_pitch_shift.wav,dc5429de-26b4-48e2-bc47-bc607b9bba06-1430741903654-1.7-f-72-lo.wav,lonely,pitch_shift
aug_lonely_0069_pitch_shift.wav,lo-3 - Copy.wav,lonely,pitch_shift
aug_lonely_0070_time_stretch.wav,d1e236a0-e030-4137-9030-5625026cd098-1430390498353-1.2-m-04-lo.wav,lonely,time_stretch
aug_lonely_0071_add_noise.wav,lo-2.wav,lonely,add_noise
aug_lonely_0072_pitch_shift.wav,999bf14b-e417-4b44-b746-9253f81efe38-1430972741816-1.7-m-26-lo.wav,lonely,pitch_shift
aug_lonely_0073_time_stretch.wav,lo-12.wav,lonely,time_stretch
aug_lonely_0074_pitch_shift.wav,dc5429de-26b4-48e2-bc47-bc607b9bba06-1430741903654-1.7-f-72-lo.wav,lonely,pitch_shift
aug_lonely_0075_time_shift.wav,lo-3 - Copy.wav,lonely,time_shift
aug_lonely_0076_time_shift.wav,lo-1.wav,lonely,time_shift
aug_lonely_0077_time_stretch.wav,lo-1.wav,lonely,time_stretch
aug_lonely_0078_add_noise.wav,lo-2.wav,lonely,add_noise
aug_lonely_0079_add_noise.wav,lo-19.wav,lonely,add_noise
aug_lonely_0080_time_shift.wav,3f61124d-d02c-47dd-a009-44e97e60c4ca-1430759482503-1.7-f-72-lo.wav,lonely,time_shift
aug_lonely_0081_time_stretch.wav,lo-14 - Copy.wav,lonely,time_stretch
aug_lonely_0082_add_noise.wav,lo-1 - Copy.wav,lonely,add_noise
aug_lonely_0083_time_stretch.wav,d1e236a0-e030-4137-9030-5625026cd098-1430390498353-1.2-m-04-lo.wav,lonely,time_stretch
aug_lonely_0084_pitch_shift.wav,999bf14b-e417-4b44-b746-9253f81efe38-1430972741816-1.7-m-26-lo.wav,lonely,pitch_shift
aug_lonely_0085_time_stretch.wav,lo-13.wav,lonely,time_stretch
aug_lonely_0086_time_stretch.wav,lo-3 - Copy.wav,lonely,time_stretch
aug_lonely_0087_time_stretch.wav,be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320938449-1.7-f-26-lo.wav,lonely,time_stretch
aug_lonely_0088_pitch_shift.wav,lo-3.wav,lonely,pitch_shift
aug_lonely_0089_add_noise.wav,d1e236a0-e030-4137-9030-5625026cd098-1430390498353-1.2-m-04-lo.wav,lonely,add_noise
aug_lonely_0090_pitch_shift.wav,lo-18.wav,lonely,pitch_shift
aug_lonely_0091_time_stretch.wav,lo-14 - Copy.wav,lonely,time_stretch
aug_lonely_0092_add_noise.wav,lo-18 - Copy.wav,lonely,add_noise
aug_lonely_0093_pitch_shift.wav,lo-19.wav,lonely,pitch_shift
aug_lonely_0094_time_shift.wav,lo-14.wav,lonely,time_shift
aug_lonely_0095_time_shift.wav,be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320938449-1.7-f-26-lo.wav,lonely,time_shift
aug_lonely_0096_add_noise.wav,lo-2.wav,lonely,add_noise
aug_lonely_0097_time_shift.wav,076e33bf-c599-4eee-a6e3-dbc1986ee493-1437288944366-1.7-f-72-lo.wav,lonely,time_shift
aug_lonely_0098_time_stretch.wav,0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185393784-1.7-f-26-lo.wav,lonely,time_stretch
aug_lonely_0099_add_noise.wav,lo-3 - Copy.wav,lonely,add_noise
aug_lonely_0100_pitch_shift.wav,lo-12.wav,lonely,pitch_shift
aug_lonely_0101_pitch_shift.wav,0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185393784-1.7-f-26-lo.wav,lonely,pitch_shift
aug_lonely_0102_pitch_shift.wav,0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185476161-1.7-f-26-lo.wav,lonely,pitch_shift
aug_lonely_0103_time_stretch.wav,lo-18.wav,lonely,time_stretch
aug_lonely_0104_time_shift.wav,999bf14b-e417-4b44-b746-9253f81efe38-1430972741816-1.7-m-26-lo.wav,lonely,time_shift
aug_lonely_0105_add_noise.wav,d1e236a0-e030-4137-9030-5625026cd098-1430390498353-1.2-m-04-lo.wav,lonely,add_noise
